Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),MAP Rate (psi/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8, Oil PSI,Fuel PSI,Injector Over Current #1,Injector Over Current #2,Injector Over Current #3,Injector Over Current #4,Injector Over Current #5,Injector Over Current #6,Injector Over Current #7,Injector Over Current #8,Coil Over Current #1,Coil Over Current #2,Coil Over Current #3,Coil Over Current #4,Coil Over Current #5,Coil Over Current #6,Coil Over Current #7,Coil Over Current #8,System Temperature (F),Sensor Error,Driven Wheel Speed #1 (MPH),Driven Wheel Speed #2 (MPH),Avg Driven Wheel Speed (MPH),Non Driven Wheel Speed #1 (MPH),Non Driven Wheel Speed #2 (MPH),Avg Non Driven Wheel Speed (MPH),Percent Slip,Measured AFR #1,Measured AFR #2,Target AFR,Lambda/AFR Status,Lambda/AFR STF #1 (%),Lambda/AFR STF #2 (%),Lambda/AFR LTF (%),
82.712,5602,80.8,149.2,12.0,6,10.18,2.0,13.20,3.59,16.7,530.0,1,1,1,0,0,1,0,0,73.47,43.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,14.70,12.79,43008,100.0,100.0,100.0,
82.740,5644,80.8,149.2,12.0,3,10.20,0.0,13.20,3.66,17.1,530.0,1,1,1,0,0,1,0,0,72.84,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,14.70,12.79,43008,100.0,100.0,99.9,
82.772,5651,80.8,149.2,12.0,-3,10.28,4.0,13.20,3.75,17.7,530.0,1,1,1,0,0,1,0,0,73.27,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,14.70,12.79,43008,100.0,100.0,99.9,
82.802,5592,80.8,149.2,12.0,6,10.33,8.0,13.20,3.73,17.4,530.0,1,1,1,0,0,1,0,0,72.84,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,14.70,12.79,43008,100.0,100.0,99.9,
82.832,5468,80.8,149.2,12.0,-3,10.45,16.0,13.20,3.76,17.2,530.0,1,1,1,0,0,1,0,0,72.97,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.10,14.70,12.79,43008,100.0,100.0,100.0,
82.862,5426,80.8,149.2,12.0,-6,10.25,8.0,13.20,3.52,16.0,530.0,1,1,1,0,0,1,0,0,73.42,43.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.02,14.70,12.79,43008,100.0,100.0,100.0,
82.890,5368,80.8,149.2,12.0,-3,10.34,-5.0,13.20,3.91,17.6,530.0,1,1,1,0,0,1,0,0,72.02,43.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.20,14.70,12.91,43008,100.0,100.0,100.0,
82.922,5447,80.8,149.2,12.0,0,10.25,-11.0,13.20,3.86,17.4,530.0,1,1,1,0,0,1,0,0,72.88,43.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51,14.70,12.85,43008,100.0,100.0,100.0,
82.952,5478,80.8,149.2,12.0,3,10.19,-9.0,13.20,3.73,16.9,530.0,1,1,1,0,0,1,0,0,73.67,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,14.70,12.79,43008,100.0,100.0,100.0,
82.980,5494,80.8,149.2,12.0,3,10.20,-1.0,13.20,3.61,16.5,530.0,1,1,1,0,0,1,0,0,71.75,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,14.70,12.79,43008,100.0,100.0,100.0,
83.010,5560,80.8,149.2,12.0,-6,10.10,-4.0,13.20,3.53,16.3,530.0,1,1,1,0,0,1,0,0,73.65,44.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,14.70,12.79,43008,100.0,100.0,100.0,
83.040,5561,80.8,149.2,12.0,0,10.25,10.0,13.30,3.56,16.5,530.0,1,1,1,0,0,1,0,0,73.09,44.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36,14.70,12.79,43008,100.0,100.0,100.0,
83.070,5625,80.8,149.2,12.0,-3,10.24,8.0,13.20,3.60,16.8,530.0,1,1,1,0,0,1,0,0,72.77,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,14.70,12.79,43008,100.0,100.0,99.9,
83.099,5619,80.8,149.2,12.0,-6,10.19,17.0,13.20,3.63,17.1,530.0,1,1,1,0,0,1,0,0,74.34,42.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,14.70,12.79,43008,100.0,100.0,99.9,
83.129,5544,80.8,149.2,12.0,0,10.29,8.0,13.20,3.66,17.0,530.0,1,1,1,0,0,1,0,0,72.45,43.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,14.70,12.79,43008,100.0,100.0,100.0,
83.160,5503,80.8,149.2,12.0,3,10.25,7.0,13.30,3.59,16.5,530.0,1,1,1,0,0,1,0,0,72.59,43.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,14.70,12.79,43008,100.0,100.0,100.0,
83.190,5475,80.8,149.2,12.0,0,10.22,-7.0,13.20,3.75,17.1,530.0,1,1,1,0,0,1,0,0,73.17,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,14.70,12.79,43008,100.0,100.0,100.0,
83.219,5485,80.8,149.2,12.0,-6,10.21,-2.0,13.20,3.88,17.7,530.0,1,1,1,0,0,1,0,0,72.42,44.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,14.70,12.79,43008,100.0,100.0,100.0,
83.249,5439,80.8,149.2,12.0,-6,10.26,-6.0,13.20,3.80,17.3,530.0,1,1,1,0,0,1,0,0,72.75,44.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,14.70,12.79,43008,100.0,100.0,100.0,
83.279,5432,80.8,149.2,12.0,-3,10.31,6.0,13.20,3.67,16.6,530.0,1,1,1,0,0,1,0,0,73.70,43.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95,14.70,12.79,43008,100.0,100.0,100.0,
83.309,5533,80.8,149.2,12.0,3,10.25,5.0,13.20,3.59,16.4,530.0,1,1,1,0,0,1,0,0,72.80,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,14.70,12.79,43008,100.0,100.0,100.0,
83.343,5545,80.8,149.2,12.0,6,10.12,5.0,13.20,3.41,15.7,530.0,1,1,1,0,0,1,0,0,73.07,43.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,14.70,12.79,43008,100.0,100.0,100.0,
83.372,5533,80.8,149.2,12.0,-3,10.18,2.0,13.20,3.58,16.6,530.0,1,1,1,0,0,1,0,0,72.80,43.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57,14.70,12.79,43008,100.0,100.0,100.0,
83.402,5553,80.8,149.2,12.0,3,10.01,-4.0,13.30,3.40,15.7,530.0,1,1,1,0,0,1,0,0,72.77,42.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,14.70,12.79,43008,100.0,100.0,100.0,
83.432,5597,80.8,149.2,12.0,3,10.04,-7.0,13.20,3.52,16.3,530.0,1,1,1,0,0,1,0,0,72.90,42.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,14.70,12.79,43008,100.0,100.0,100.0,
83.463,5646,80.8,149.2,12.0,6,10.08,1.0,13.20,3.55,16.8,530.0,1,1,1,0,0,1,0,0,72.92,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,14.70,12.79,43008,100.0,100.0,99.9,
83.492,5673,80.8,149.2,12.0,-3,10.07,-6.0,13.20,3.62,17.1,530.0,1,1,1,0,0,1,0,0,72.88,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,14.70,12.79,43008,100.0,100.0,99.9,
83.522,5615,80.8,149.2,12.0,-3,10.31,9.0,13.20,3.67,17.2,530.0,1,1,1,0,0,1,0,0,73.67,42.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.00,14.70,12.79,43008,100.0,100.0,99.9,
83.552,5569,80.8,149.2,12.0,-3,10.20,5.0,13.30,3.57,16.6,530.0,1,1,1,0,0,1,0,0,72.32,42.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,14.70,12.79,43008,100.0,100.0,100.0,
83.582,5493,80.8,149.2,12.0,6,10.22,4.0,13.20,3.59,16.5,530.0,1,1,1,0,0,1,0,0,72.55,43.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,14.70,12.79,43008,100.0,100.0,100.0,
83.612,5441,80.8,149.2,12.0,0,10.14,-15.0,13.20,3.76,17.2,530.0,1,1,1,0,0,1,0,0,73.34,43.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,14.70,12.79,43008,100.0,100.0,100.0,
83.640,5434,80.8,149.2,12.0,-6,10.33,0.0,13.20,3.82,17.3,530.0,1,1,1,0,0,1,0,0,72.09,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,14.70,12.80,43008,100.0,100.0,100.0,
83.672,5516,80.8,149.2,12.0,0,10.18,-7.0,13.20,3.67,16.7,530.0,1,1,1,0,0,1,0,0,73.00,43.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61,14.70,12.79,43008,100.0,100.0,100.0,
83.702,5578,80.8,149.2,12.0,6,10.21,-4.0,13.30,3.72,17.2,530.0,1,1,1,0,0,1,0,0,73.88,43.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95,14.70,12.79,43008,100.0,100.0,100.0,
83.730,5615,80.8,149.2,12.0,3,10.16,3.0,13.20,3.56,16.6,530.0,1,1,1,0,0,1,0,0,72.92,44.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95,14.70,12.79,43008,100.0,100.0,99.9,
83.760,5617,80.8,149.2,12.0,3,10.27,13.0,13.30,3.57,16.7,530.0,1,1,1,0,0,1,0,0,73.75,43.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,14.70,12.79,43008,100.0,100.0,99.9,
83.790,5629,80.8,149.2,12.0,-3,10.22,-2.0,13.20,3.73,17.5,530.0,1,1,1,0,0,1,0,0,72.77,43.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,14.70,12.79,43008,100.0,100.0,99.9,
83.820,5570,80.8,150.9,12.0,-3,10.36,13.0,13.20,3.71,17.4,530.0,1,1,1,0,0,1,0,0,72.88,43.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,14.70,12.79,43008,100.0,100.0,99.9,
83.850,5514,80.8,149.2,12.0,3,10.37,8.0,13.20,3.77,17.3,530.0,1,1,1,0,0,1,0,0,73.27,43.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,14.70,12.79,43008,100.0,100.0,100.0,
83.879,5483,80.8,150.9,12.0,3,10.29,11.0,13.20,3.65,16.7,530.0,1,1,1,0,0,1,0,0,72.72,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,14.70,12.79,43008,100.0,100.0,100.0,
83.909,5469,80.8,150.9,12.0,3,10.29,3.0,13.20,3.71,17.0,530.0,1,1,1,0,0,1,0,0,72.67,43.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,14.70,12.79,43008,100.0,100.0,100.0,
83.939,5524,80.8,151.0,12.0,3,10.13,-4.0,13.20,3.56,16.3,530.0,1,1,1,0,0,1,0,0,73.55,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,14.70,12.79,43008,100.0,100.0,100.0,
83.969,5557,80.8,151.0,12.0,-3,10.15,-11.0,13.20,3.73,17.2,530.0,1,1,1,0,0,1,0,0,72.30,43.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,14.70,12.79,43008,100.0,100.0,100.0,
84.000,5594,80.8,151.0,12.0,0,10.05,-12.0,13.20,3.64,17.1,530.0,1,1,1,0,0,1,0,0,73.32,42.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,14.70,12.79,43008,100.0,100.0,99.9,
84.029,5546,80.8,151.0,12.0,-6,10.20,-1.0,13.20,3.65,16.9,530.0,1,1,1,0,0,1,0,0,72.80,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,14.70,12.79,43008,100.0,100.0,100.0,
84.059,5511,80.8,151.0,12.0,3,10.17,-19.0,13.20,3.88,17.8,530.0,1,1,1,0,0,1,0,0,72.59,42.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,14.70,12.79,43008,100.0,100.0,100.0,
84.089,5518,80.8,151.0,12.0,0,10.21,-8.0,13.30,3.77,17.4,530.0,1,1,1,0,0,1,0,0,72.97,42.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,14.70,12.79,43008,100.0,100.0,100.0,
84.119,5548,80.8,151.0,12.1,0,10.26,-10.0,13.20,3.89,17.9,530.0,1,1,1,0,0,1,0,0,72.45,42.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.17,14.70,12.79,43008,100.0,100.0,100.0,
84.153,5542,80.8,151.0,12.2,3,10.25,5.0,13.20,3.63,16.8,530.0,1,1,1,0,0,1,0,0,72.82,43.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,14.70,12.79,43008,100.0,100.0,100.0,
84.182,5525,80.8,151.0,12.4,5,10.33,8.0,13.20,3.71,17.1,530.0,1,1,1,0,0,1,0,0,73.25,43.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.60,14.70,12.79,43008,100.0,100.0,100.0,
84.212,5568,80.8,151.0,12.6,9,10.28,12.0,13.20,3.57,16.5,530.0,1,1,1,0,0,1,0,0,72.63,43.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,14.70,12.79,43008,100.0,100.0,100.0,
84.239,5578,80.8,151.0,12.8,10,10.35,18.0,13.20,3.60,16.7,530.0,1,1,1,0,0,1,0,0,73.27,42.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,14.70,12.79,43008,100.0,100.0,100.0,
84.272,5666,80.8,151.0,13.1,10,10.25,7.0,13.20,3.65,17.1,530.0,1,1,1,0,0,1,0,0,74.13,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47,14.70,12.79,43008,100.0,100.0,99.9,
84.302,5686,80.8,151.0,13.3,1,10.38,13.0,13.20,3.77,17.9,530.0,1,1,1,0,0,1,0,0,73.34,43.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,14.70,12.79,43008,100.0,100.0,99.9,
84.330,5651,80.8,151.0,13.6,8,10.40,1.0,13.20,3.92,18.6,530.0,1,1,1,0,0,1,0,0,73.92,43.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.20,14.70,12.79,43008,100.0,100.0,99.9,
84.362,5599,80.8,151.0,13.8,9,10.49,4.0,13.20,4.00,18.8,530.0,1,1,1,0,0,1,0,0,72.13,44.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,14.70,12.79,43008,100.0,100.0,99.9,
84.392,5527,80.8,151.0,14.3,18,10.64,-8.0,13.20,4.19,19.3,530.0,1,1,1,0,0,1,0,0,72.42,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,14.70,12.79,43008,100.0,100.0,100.0,
84.422,5463,80.8,151.0,14.7,10,10.59,-9.0,13.20,4.18,19.2,530.0,1,1,1,0,0,1,0,0,73.13,44.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11,14.70,12.79,43008,100.0,100.0,100.0,
84.450,5445,80.8,151.0,15.0,11,10.81,6.0,13.20,4.22,19.1,530.0,1,1,1,0,0,1,0,0,72.17,43.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39,14.70,12.83,43008,100.0,100.0,100.0,
84.482,5427,80.8,151.0,15.0,1,10.66,-1.0,13.20,4.20,19.0,530.0,1,1,1,0,0,1,0,0,71.72,43.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70,14.70,12.79,43008,100.0,100.0,100.0,
84.512,5504,80.8,151.0,15.2,9,10.66,-9.0,13.20,4.21,19.3,530.0,1,1,1,0,0,1,0,0,73.15,44.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,14.70,12.79,43008,100.0,100.0,100.0,
84.540,5552,80.8,151.0,15.4,8,10.61,2.0,13.20,4.14,19.1,530.0,1,1,1,0,0,1,0,0,71.80,44.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,14.70,12.79,43008,100.0,100.0,100.0,
84.570,5579,80.8,151.0,15.7,4,10.70,1.0,13.20,4.16,19.3,530.0,1,1,1,0,0,1,0,0,73.70,44.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,14.70,12.79,43008,100.0,100.0,100.0,
84.600,5653,80.8,151.0,15.9,7,10.58,-15.0,13.20,4.15,19.5,530.0,1,1,1,0,0,1,0,0,73.65,43.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,14.70,12.79,43008,100.0,100.0,100.0,
84.630,5680,80.8,151.0,16.3,15,10.74,-5.0,13.20,4.16,19.7,530.0,1,1,1,0,0,1,0,0,73.17,44.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04,14.70,12.79,43008,100.0,100.0,100.1,
84.660,5661,80.8,151.0,16.9,13,10.79,-12.0,13.20,4.21,19.9,530.0,1,1,1,0,0,1,0,0,73.59,43.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98,14.70,12.79,43008,100.0,100.0,100.1,
84.690,5731,80.8,151.0,17.1,12,10.93,2.0,13.20,4.20,19.9,530.0,1,1,1,0,0,1,0,0,72.90,44.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98,14.70,12.79,43008,100.0,100.0,100.1,
84.722,5731,80.8,151.0,17.6,21,10.95,13.0,13.20,4.14,19.9,530.0,1,1,1,0,0,1,0,0,73.05,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,14.70,12.79,43008,100.0,100.0,100.1,
84.750,5793,80.8,151.0,18.4,22,11.12,12.0,13.20,4.22,20.2,530.0,1,1,1,0,0,1,0,0,73.52,44.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,14.70,12.79,43008,100.0,100.0,100.3,
84.780,5812,80.8,151.0,18.8,12,11.16,7.0,13.30,4.13,20.0,530.0,1,1,1,0,0,1,0,0,72.82,44.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39,14.70,12.79,43008,100.0,100.0,100.3,
84.810,5863,80.8,151.0,18.9,5,11.10,-10.0,13.30,4.01,19.4,530.0,1,1,1,0,0,1,0,0,73.92,44.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36,14.70,12.79,43008,100.0,100.0,100.2,
84.840,5957,80.8,151.0,19.1,9,11.19,16.0,13.20,4.14,20.4,530.0,1,1,1,0,0,1,0,0,73.52,44.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26,14.70,12.79,43008,100.0,100.0,100.4,
84.872,6010,80.8,151.0,19.4,12,11.05,-15.0,13.20,3.95,19.7,530.0,1,1,1,0,0,1,0,0,74.90,44.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,14.70,12.79,43008,100.0,100.0,100.3,
84.902,6110,80.8,151.0,19.7,9,11.23,21.0,13.20,4.06,20.6,530.0,1,1,1,0,0,1,0,0,74.22,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,14.70,12.79,43008,100.0,100.0,100.6,
84.933,6173,80.8,151.0,19.8,3,11.20,-5.0,13.20,3.83,19.5,530.0,1,1,1,0,0,1,0,0,74.70,44.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,14.70,12.79,40960,100.0,100.0,100.3,
84.963,6194,80.8,151.0,20.0,9,11.17,7.0,13.20,3.88,19.9,530.0,1,1,1,0,0,1,0,0,74.63,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,14.70,12.79,40960,100.0,100.0,100.4,
84.993,6247,80.8,151.0,20.0,8,11.15,12.0,13.20,3.80,19.7,530.0,1,1,1,0,0,1,0,0,75.40,44.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.70,14.70,12.79,40960,100.0,100.0,100.5,
85.023,6322,80.8,151.0,20.1,3,11.22,8.0,13.20,3.69,19.3,530.0,1,1,1,0,0,1,0,0,74.59,44.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.70,14.70,12.79,40960,100.0,100.0,100.3,
85.052,6383,80.8,151.0,20.0,-3,11.08,13.0,13.20,3.63,19.2,530.0,1,1,1,0,0,1,0,0,75.47,44.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72,14.70,12.79,40960,100.0,100.0,100.3,
85.079,6479,80.8,151.0,20.1,0,11.08,13.0,13.20,3.43,18.4,530.0,1,1,1,0,0,1,0,0,74.80,44.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,14.70,12.79,40960,100.0,100.0,100.1,
85.109,6645,80.8,151.0,20.1,0,10.80,-7.0,13.30,3.16,17.4,530.0,1,1,1,0,0,1,0,0,75.52,43.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,14.70,12.79,40960,100.0,100.0,100.0,
85.140,6932,80.8,151.0,20.2,0,10.46,-9.0,13.30,3.19,18.3,530.0,1,1,1,0,0,1,0,0,77.07,43.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72,14.70,12.79,40960,100.0,100.0,100.0,
