Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),MAP Rate (psi/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8, Oil PSI,Fuel PSI,Injector Over Current #1,Injector Over Current #2,Injector Over Current #3,Injector Over Current #4,Injector Over Current #5,Injector Over Current #6,Injector Over Current #7,Injector Over Current #8,Coil Over Current #1,Coil Over Current #2,Coil Over Current #3,Coil Over Current #4,Coil Over Current #5,Coil Over Current #6,Coil Over Current #7,Coil Over Current #8,System Temperature (F),Sensor Error,Driven Wheel Speed #1 (MPH),Driven Wheel Speed #2 (MPH),Avg Driven Wheel Speed (MPH),Non Driven Wheel Speed #1 (MPH),Non Driven Wheel Speed #2 (MPH),Avg Non Driven Wheel Speed (MPH),Percent Slip,Measured AFR #1,Measured AFR #2,Target AFR,Lambda/AFR Status,Lambda/AFR STF #1 (%),Lambda/AFR STF #2 (%),Lambda/AFR LTF (%),
0.000,644,77.2,89.8,0.0,0,14.17,17.0,11.60,9.30,0.0,527.3,1,1,1,0,0,0,0,0,0.27,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.033,1105,77.2,89.8,0.0,0,14.18,8.0,11.80,7.11,3.8,527.9,1,1,1,0,0,0,0,0,0.25,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.063,1105,77.2,89.8,0.0,0,14.22,23.0,11.80,7.11,3.8,527.9,1,1,1,0,0,0,0,0,0.20,47.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.090,915,77.2,89.8,0.0,0,14.06,15.0,11.90,7.45,6.9,528.4,1,1,1,0,0,0,0,0,0.22,47.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.121,915,77.2,89.8,0.5,19,14.02,-14.0,12.00,7.45,6.9,528.4,1,1,1,0,0,0,0,0,0.34,48.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.153,915,77.2,89.8,2.7,104,14.36,12.0,11.80,7.45,6.9,528.4,1,1,1,0,0,0,0,0,0.15,48.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.180,672,77.2,89.8,6.8,152,14.26,24.0,11.80,7.48,5.7,528.8,1,1,1,0,0,0,0,0,0.30,47.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39195,100.0,100.0,100.0,
0.210,672,77.2,89.8,10.5,130,14.29,26.0,11.90,7.48,5.7,528.8,1,1,1,0,0,0,0,0,0.67,47.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.243,964,77.2,89.8,15.4,147,14.29,25.0,12.10,7.51,4.2,529.1,1,1,1,0,0,0,0,0,0.77,48.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.270,964,77.2,89.8,18.5,77,14.16,-6.0,12.20,7.51,4.2,529.1,1,1,1,0,0,0,0,0,1.22,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.301,1257,77.2,89.8,20.8,47,14.04,-19.0,12.30,7.48,6.0,529.3,1,1,1,0,0,0,0,0,1.38,48.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.333,1278,77.2,89.8,22.1,52,14.22,13.0,12.30,7.43,7.8,529.5,1,1,1,0,0,0,0,0,1.88,48.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.361,1701,77.2,89.8,23.1,16,14.08,2.0,12.40,7.29,7.8,529.7,1,1,1,0,0,0,0,0,2.38,47.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.393,2096,77.2,89.8,23.5,24,13.92,-7.0,12.90,6.34,9.0,529.8,1,1,1,0,0,0,0,0,3.25,47.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.420,2470,77.2,89.8,25.0,75,13.65,-11.0,13.00,5.82,10.2,529.9,1,1,1,0,0,0,0,0,6.32,47.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.453,3061,77.2,89.8,26.8,37,13.54,-9.0,13.00,5.14,11.8,530.0,1,1,1,0,0,0,0,0,10.22,47.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.483,3534,77.2,89.8,27.0,8,13.24,-9.0,13.10,4.13,11.6,530.0,1,1,1,0,0,0,0,0,19.57,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.510,3565,77.2,89.8,27.1,-6,13.19,-6.0,13.10,3.98,11.7,530.0,1,1,1,0,0,0,0,0,38.80,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.543,3467,77.2,89.8,27.1,0,13.35,9.0,13.10,3.97,11.7,530.0,1,1,1,0,0,0,0,0,60.02,47.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.571,3459,77.2,89.8,27.1,-6,13.27,-5.0,13.10,4.08,11.7,530.0,1,1,1,0,0,0,0,0,69.77,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.600,3372,77.2,89.8,21.4,-310,13.38,3.0,13.10,4.04,11.6,530.0,1,1,1,0,0,0,0,0,69.95,47.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39195,100.0,100.0,100.0,
0.633,3081,77.2,89.8,12.4,-275,13.06,-16.0,13.10,4.24,11.4,530.0,1,1,1,0,0,0,0,0,67.27,47.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39195,100.0,100.0,100.0,
0.660,3054,77.2,89.8,6.0,-150,12.57,-6.0,13.10,4.48,11.5,530.0,1,1,1,0,0,0,0,0,65.72,46.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39195,100.0,100.0,100.0,
0.690,3099,77.2,89.8,5.3,-1,12.13,-12.0,13.10,5.50,13.8,530.0,1,1,1,0,0,0,0,0,68.02,46.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.723,3251,77.2,89.8,5.1,0,11.85,-7.0,13.20,5.06,13.6,530.0,1,1,1,0,0,0,0,0,69.88,45.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.750,3249,77.2,89.8,5.2,6,11.52,-7.0,13.20,5.13,13.9,530.0,1,1,1,0,0,0,0,0,70.00,45.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.780,3335,77.2,89.8,5.2,3,11.52,0.0,13.20,5.21,14.1,530.0,1,1,1,0,0,0,0,0,70.02,45.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.813,3285,77.2,89.8,5.1,0,11.40,-8.0,13.20,5.18,14.1,530.0,1,1,1,0,0,0,0,0,69.52,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.840,3418,77.2,89.8,5.2,0,11.30,-1.0,13.20,5.12,14.0,530.0,1,1,1,0,0,0,0,0,70.47,45.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.870,3532,77.2,89.8,6.0,51,11.09,-12.0,13.20,4.78,13.7,530.0,1,1,1,0,0,0,0,0,70.95,45.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.903,3604,77.2,89.8,9.2,121,11.18,-2.0,13.20,4.85,14.4,530.0,1,1,1,0,0,0,0,0,71.00,44.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.931,3489,77.2,89.8,11.4,92,11.55,27.0,13.20,4.90,14.6,530.0,1,1,1,0,0,0,0,0,70.63,45.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.960,3523,77.2,89.8,13.1,38,11.69,1.0,13.20,4.97,14.5,530.0,1,1,1,0,0,0,0,0,71.52,45.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
0.993,3683,77.2,89.8,13.8,23,11.75,2.0,13.20,4.52,13.6,530.0,1,1,1,0,0,0,0,0,71.90,45.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.021,3930,77.2,89.8,14.2,15,11.72,18.0,13.20,4.61,14.7,530.0,1,1,1,0,0,0,0,0,71.97,45.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.050,3986,77.2,89.8,14.4,5,11.62,-1.0,13.20,4.49,14.6,530.0,1,1,1,0,0,0,0,0,73.15,45.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.080,4218,77.2,89.8,14.5,6,11.27,-11.0,13.20,4.24,14.7,530.0,1,1,1,0,0,0,0,0,73.45,45.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.110,4558,77.2,89.8,14.4,-7,11.01,0.0,13.20,4.34,16.1,530.0,1,1,1,0,0,0,0,0,74.20,44.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.143,4755,77.2,89.8,14.5,0,10.69,-4.0,13.20,4.73,18.4,530.0,1,1,1,0,0,0,0,0,75.30,44.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.173,5039,77.2,89.8,14.6,7,10.57,-2.0,13.20,4.98,20.6,530.0,1,1,1,0,0,0,0,0,75.40,44.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.29,39193,100.0,100.0,100.0,
1.201,5123,77.2,89.8,14.5,0,10.48,-17.0,13.20,5.13,21.7,530.0,1,1,1,0,0,0,0,0,75.52,44.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.91,39193,100.0,100.0,100.0,
1.233,5235,77.2,89.8,14.6,3,10.54,1.0,13.20,5.29,23.0,530.0,1,1,1,0,0,0,0,0,76.67,43.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.49,39193,100.0,100.0,100.0,
1.261,5261,77.2,89.8,14.6,0,10.54,-3.0,13.20,5.32,23.2,530.0,1,1,1,0,0,0,0,0,76.05,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.44,39193,100.0,100.0,100.0,
1.291,5204,77.2,89.8,14.6,1,10.55,6.0,13.20,5.29,23.1,530.0,1,1,1,0,0,0,0,0,75.70,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.42,39193,100.0,100.0,100.0,
1.321,5214,77.2,89.8,14.6,3,10.62,-10.0,13.20,5.37,23.5,530.0,1,1,1,0,0,0,0,0,76.13,44.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.35,39193,100.0,100.0,100.0,
1.350,5222,77.2,89.8,14.6,-6,10.66,-1.0,13.20,5.28,22.8,530.0,1,1,1,0,0,0,0,0,75.95,44.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.57,39193,100.0,100.0,100.0,
1.381,5156,77.2,89.8,14.6,-5,10.74,2.0,13.20,5.25,22.6,530.0,1,1,1,0,0,0,0,0,75.72,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.64,39193,100.0,100.0,100.0,
1.410,5210,77.2,89.8,14.3,-9,10.72,17.0,13.20,5.26,22.8,530.0,1,1,1,0,0,0,0,0,75.15,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.57,39193,100.0,100.0,100.0,
1.440,5196,77.2,89.8,14.0,-5,10.65,2.0,13.20,5.21,22.3,530.0,1,1,1,0,0,0,0,0,76.30,44.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.73,39193,100.0,100.0,100.0,
1.474,5165,77.2,89.8,13.4,-25,10.59,-5.0,13.20,5.24,22.5,530.0,1,1,1,0,0,0,0,0,75.92,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.67,39193,100.0,100.0,100.0,
1.503,5228,77.2,89.8,12.4,-26,10.51,-11.0,13.20,5.30,23.1,530.0,1,1,1,0,0,0,0,0,75.27,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.48,39193,100.0,100.0,100.0,
1.533,5220,77.2,89.8,12.0,-7,10.43,-8.0,13.20,5.25,22.7,530.0,1,1,1,0,0,0,0,0,75.77,44.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.61,39193,100.0,100.0,100.0,
1.563,5121,77.2,89.8,11.6,-16,10.45,8.0,13.20,4.93,21.3,530.0,1,1,1,0,0,0,0,0,75.52,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.57,39193,100.0,100.0,100.0,
1.592,5136,77.2,89.8,10.8,-30,10.38,16.0,13.20,4.44,19.0,530.0,1,1,1,0,0,0,0,0,74.92,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.72,39193,100.0,100.0,100.0,
1.621,5044,77.2,89.8,10.2,-14,10.17,-1.0,13.20,4.52,19.1,530.0,1,1,1,0,0,0,0,0,74.97,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,13.98,39193,100.0,100.0,100.0,
1.651,4965,77.2,89.8,10.0,-7,10.19,12.0,13.20,3.88,16.3,530.0,1,1,1,0,0,0,0,0,75.15,44.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.02,39193,100.0,100.0,100.0,
1.680,4951,77.2,89.8,9.8,-6,10.15,4.0,13.20,4.04,16.6,530.0,1,1,1,0,0,0,0,0,75.27,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.39,39193,100.0,100.0,100.0,
1.712,4819,77.2,89.8,9.6,-7,10.21,19.0,13.20,3.42,13.8,530.0,1,1,1,0,0,0,0,0,75.17,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.741,4826,77.2,89.8,9.6,-3,10.12,11.0,13.20,3.42,13.8,530.0,1,1,1,0,0,0,0,0,74.82,43.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.64,39193,100.0,100.0,100.0,
1.771,4816,77.2,89.8,9.6,5,9.99,-13.0,13.20,3.76,15.0,530.0,1,1,1,0,0,0,0,0,74.70,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.801,4768,77.2,89.8,9.5,3,9.93,-12.0,13.20,3.53,14.2,530.0,1,1,1,0,0,0,0,0,74.97,43.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.830,4783,77.2,89.8,9.5,0,9.88,0.0,13.20,3.42,13.5,530.0,1,1,1,0,0,0,0,0,75.05,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.860,4773,77.2,89.8,9.4,-3,9.93,7.0,13.20,3.41,13.6,530.0,1,1,1,0,0,0,0,0,74.90,43.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.892,4811,77.2,89.8,9.5,0,9.87,0.0,13.20,3.38,13.6,530.0,1,1,1,0,0,0,0,0,74.82,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.922,4807,77.2,89.8,9.5,3,9.74,-15.0,13.20,3.41,13.6,530.0,1,1,1,0,0,0,0,0,74.70,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.951,4738,77.2,89.8,9.5,3,9.78,-7.0,13.20,3.41,13.6,530.0,1,1,1,0,0,0,0,0,74.22,43.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
1.980,4813,77.2,89.8,9.4,-3,9.85,18.0,13.30,3.40,13.6,530.0,1,1,1,0,0,0,0,0,74.32,43.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.010,4764,77.2,89.8,9.3,-9,9.73,-1.0,13.20,3.41,13.6,530.0,1,1,1,0,0,0,0,0,74.75,43.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.040,4760,77.2,89.8,9.4,-3,9.76,0.0,13.20,3.41,13.5,530.0,1,1,1,0,0,0,0,0,75.00,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.074,4774,77.2,89.8,9.4,-6,9.63,5.0,13.30,3.42,13.6,530.0,1,1,1,0,0,0,0,0,74.75,43.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.102,4748,77.2,89.8,9.4,0,9.64,2.0,13.30,3.42,13.6,530.0,1,1,1,0,0,0,0,0,74.13,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.131,4756,77.2,89.8,9.4,0,9.78,20.0,13.30,3.42,13.6,530.0,1,1,1,0,0,0,0,0,74.72,43.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.162,4782,77.2,89.8,9.4,6,9.65,4.0,13.30,3.40,13.5,530.0,1,1,1,0,0,0,0,0,74.72,42.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.191,4742,77.2,89.8,9.4,-3,9.53,-16.0,13.20,3.41,13.5,530.0,1,1,1,0,0,0,0,0,74.82,43.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.220,4761,77.2,89.8,9.4,6,9.63,6.0,13.20,3.40,13.4,530.0,1,1,1,0,0,0,0,0,74.45,43.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.250,4763,77.2,89.8,9.5,3,9.62,16.0,13.20,3.37,13.4,530.0,1,1,1,0,0,0,0,0,74.22,43.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.280,4756,77.2,89.8,9.4,3,9.63,9.0,13.30,3.37,13.4,530.0,1,1,1,0,0,0,0,0,74.20,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.314,4771,77.2,89.8,9.4,-6,9.67,5.0,13.30,3.34,13.3,530.0,1,1,1,0,0,0,0,0,75.13,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.342,4782,77.2,89.8,9.4,-3,9.52,-6.0,13.30,3.35,13.3,530.0,1,1,1,0,0,0,0,0,75.17,43.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.371,4750,77.2,89.8,9.4,0,9.63,6.0,13.30,3.34,13.3,530.0,1,1,1,0,0,0,0,0,74.88,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.402,4796,77.2,89.8,9.4,6,9.64,6.0,13.30,3.31,13.2,530.0,1,1,1,0,0,0,0,0,74.72,43.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.431,4802,77.2,89.8,9.4,3,9.52,-10.0,13.30,3.30,13.2,530.0,1,1,1,0,0,0,0,0,74.88,43.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
2.460,4811,77.2,89.8,9.5,9,9.52,-13.0,13.30,3.29,13.2,530.0,1,1,1,0,0,0,0,0,75.02,43.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70,14.70,14.70,39193,100.0,100.0,100.0,
